CIK
0000793049
0000793075
0000793080
0000793169
0000793495
0000793548
0000793992
0000794103
0000794272
0000794620
0000796317
0000796322
0000796534
0000797507
0000797541
0000797838
0000797871
0000798941
0000798953
0000799026
0000799166
0000799321
0000800042
0000800177
0000801122
0000801337
0000801443
0000801771
0000802223
0000802681
0000803112
0000803164
0000803354
0000803644
0000803742
0000804124
0000804561
0000804563
0000805080
0000805676
0000806279
0000807522
0000807524
0000808246
0000808364
0000810354
0000810536
0000810578
0000810589
0000810689
0000810958
0000810962
0000811097
0000811211
0000811434
0000811436
0000811553
0000811589
0000811671
0000811808
0000811830
0000811831
0000811908
0000812146
0000812348
0000812699
0000813461
0000813640
0000813808
0000813898
0000814184
0000814479
0000815032
0000816248
0000816332
0000818096
0000818633
0000818677
0000818969
0000818999
0000819550
0000819692
0000820067
0000820068
0000820240
0000820379
0000820414
0000820786
0000820900
0000820907
0000821127
0000822083
0000822662
0000822697
0000823393
0000823550
0000823870
0000824334
0000824335
0000824410
0000824719
0000825314
0000825393
0000825534
0000826154
0000826328
0000826329
0000826491
0000826756
0000826764
0000827085
0000828535
0000828808
0000828944
0000828976
0000829282
0000829406
0000829732
0000829753
0000829803
0000830055
0000830143
0000830154
0000830250
0000830257
0000830315
0000830750
0000830751
0000830996
0000831231
0000831677
0000831959
0000831979
0000832769
0000832770
0000832847
0000833029
0000834105
0000834285
0000835012
0000835324
0000835345
0000836043
0000836147
0000836616
0000836819
0000837602
0000837676
0000838874
0000839091
0000839538
0000839539
0000839845
0000839928
0000840007
0000840068
0000840115
0000840252
0000840256
0000840264
0000840387
0000840458
0000840886
0000841074
0000841534
0000841909
0000842180
0000842517
0000842518
0000842640
0000842705
0000843082
0000843495
0000844150
0000844162
0000844959
0000846007
0000846472
0000846492
0000846609
0000846617
0000846656
0000846677
0000846753
0000846768
0000846801
0000846807
0000846809
0000846814
0000846869
0000846901
0000846903
0000846917
0000846931
0000846979
0000846980
0000847260
0000847325
0000847538
0000849212
0000849865
0000850496
0000850606
0000850626
0000851105
0000851207
0000851635
0000851785
0000852618
0000853020
0000853275
0000853461
0000853935
0000854071
0000854098
0000854395
0000854399
0000854560
0000854662
0000854666
0000855574
0000855645
0000855874
0000855876
0000855890
0000855932
0000856223
0000856417
0000856751
0000857069
0000857450
0000857499
0000857559
0000857593
0000857667
0000857853
0000857855
0000857891
0000857907
0000858448
0000858800
0000858862
0000859070
0000859083
0000859168
0000859222
0000859241
0000859994
0000860106
0000860413
0000860519
0000860600
0000861095
0000861460
0000861461
0000861499
0000861625
0000861842
0000861997
0000862077
0000862695
0000862831
0000863022
0000863370
0000863517
0000864901
0000865160
0000865911
0000865981
0000866054
0000866643
0000867170
0000867238
0000867351
0000867493
0000867530
0000867662
0000867905
0000868271
0000868453
0000868568
0000868671
0000869004
0000869623
0000870382
0000870385
0000870461
0000870501
0000870517
0000870571
0000870920
0000870992
0000872401
0000872441
0000872802
0000872821
0000872835
0000872866
0000873375
0000873397
0000873398
0000873459
0000873860
0000874482
0000874495
0000874735
0000875357
0000875986
0000876842
0000876947
0000877412
0000877808
0000877834
0000877867
0000878671
0000878730
0000879041
0000879096
0000879116
0000879130
0000879558
0000879635
0000879784
0000879984
0000880116
0000880417
0000880641
0000881397
0000881513
0000881790
0000881892
0000882072
0000882246
0000882293
0000882617
0000882859
0000883231
0000883476
0000883502
0000883756
0000883900
0000883948
0000884182
0000884383
0000884782
0000885065
0000885072
0000885076
0000885322
0000885413
0000885531
0000885576
0000885637
0000885638
0000885694
0000885705
0000885722
0000885727
0000885942
0000886933
0000887149
0000887202
0000887343
0000887919
0000888172
0000888184
0000888632
0000889134
0000889212
0000889473
0000889936
0000890066
0000890541
0000890578
0000890605
0000890980
0000890981
0000891098
0000891106
0000891284
0000891286
0000891478
0000891523
0000891525
0000891763
0000892157
0000892158
0000892163
0000892432
0000892449
0000893235
0000893847
0000893967
0000894172
0000894267
0000894355
0000894372
0000894490
0000894508
0000894671
0000894673
0000895094
0000895401
0000895420
0000895470
0000895471
0000895541
0000895652
0000895688
0000896766
0000896879
0000897509
0000897861
0000897941
0000897999
0000898037
0000898171
0000898447
0000898624
0000898757
0000899163
0000899167
0000899654
0000899678
0000900166
0000900626
0000900741
0000901375
0000901829
0000903419
0000904101
0000906195
0000906346
0000906357
0000906391
0000906433
0000906465
0000906522
0000906608
0000906787
0000907471
0000908314
0000908475
0000908486
0000908489
0000908837
0000908844
0000910073
0000910207
0000910322
0000910492
0000910522
0000910679
0000911033
0000911502
0000911646
0000911935
0000912048
0000912219
0000912243
0000912244
0000912261
0000912399
0000912428
0000912430
0000912465
0000912566
0000912567
0000912610
0000912623
0000912738
0000912764
0000912836
0000912905
0000912967
0000913059
0000913072
0000913341
0000913656
0000914138
0000914374
0000914789
0000915277
0000915393
0000915765
0000916071
0000916391
0000916395
0000916396
0000916481
0000916482
0000916484
0000916527
0000916604
0000916605
0000916822
0000916837
0000916907
0000917157
0000917331
0000918023
0000919553
0000919568
0000919624
0000919740
0000919805
0000919864
0000919865
0000919888
0000919967
0000920112
0000920234
0000920427
0000920526
0000920600
0000920603
0000920604
0000920615
0000920616
0000920769
0000920770
0000920856
0000920865
0000920945
0000920986
0000921051
0000921085
0000921152
0000921183
0000921184
0000921363
0000921435
0000921547
0000921557
0000921581
0000921590
0000921692
0000921746
0000921768
0000921847
0000922036
0000922244
0000922265
0000922487
0000923139
0000923336
0000923529
0000924285
0000924370
0000925464
0000925722
0000925900
0000925963
0000926039
0000926164
0000926171
0000926966
0000927313
0000927717
0000927807
0000927971
0000928358
0000928592
0000928663
0000928911
0000929549
0000929646
0000930182
0000930203
0000930277
0000930373
0000930405
0000930429
0000930541
0000930836
0000931061
0000931066
0000931074
0000931428
0000932697
0000932780
0000932781
0000933141
0000933404
0000933461
0000933590
0000934203
0000934302
0000934538
0000934541
0000934547
0000934598
0000934739
0000934860
0000935037
0000935063
0000935930
0000936263
0000936301
0000936528
0000936836
0000937688
0000939187
0000939928
0000939929
0000940711
0000940941
0000941473
0000941547
0000942129
0000942135
0000942898
0000942899
0000943033
0000943064
0000943119
0000943355
0000943891
0000944304
0000944399
0000944628
0000944725
0000944745
0000945434
0000945475
0000945532
0000945734
0000946090
0000946453
0000946608
0000946647
0000946672
0000946673
0000946738
0000946924
0000947038
0000947122
0000947263
0000947559
0000948019
0000948020
0000948306
0000948368
0000948463
0000948515
0000948976
0000949058
0000949159
0000949228
0000949504
0000949589
0000949953
0001000232
0001000234
0001000235
0001000275
0001000301
0001001171
0001001287
0001001290
0001001582
0001001627
0001002213
0001002682
0001003084
0001003233
0001003292
0001003936
0001003986
0001003987
0001004524
0001004528
0001004702
0001004740
0001004969
0001005016
0001005018
0001005119
0001005126
0001005188
0001005313
0001005409
0001005501
0001005507
0001005508
0001005512
0001005817
0001006177
0001006265
0001006424
0001006830
0001007273
0001008554
0001008598
0001009242
0001009569
0001009908
0001009976
0001010002
0001010470
0001010476
0001010838
0001010961
0001011024
0001011221
0001011309
0001011659
0001011698
0001012566
0001012616
0001013044
0001013049
0001013272
0001013297
0001013554
0001013796
0001014133
0001014964
0001015328
0001015593
0001015610
0001015666
0001015856
0001016178
0001016931
0001016933
0001017308
0001017793
0001018380
0001018399
0001019055
0001019650
0001019883
0001020828
0001021011
0001021575
0001021921
0001022103
0001022243
0001022807
0001022809
0001022837
0001023283
0001023398
0001023640
0001023860
0001024015
0001024321
0001025536
0001025835
0001025877
0001027183
0001027258
0001027280
0001027324
0001027552
0001028336
0001028734
0001028918
0001028954
0001029407
0001029630
0001029654
0001029740
0001030469
0001030966
0001031233
0001031340
0001031985
0001032468
0001033012
0001034594
0001034718
0001035092
0001035239
0001035240
0001035351
0001035513
0001035713
0001035733
0001035770
0001035826
0001035903
0001035976
0001035991
0001036030
0001036033
0001036070
0001037190
0001037652
0001038205
0001038459
0001038583
0001038773
0001039311
0001040491
0001040799
0001041122
0001041318
0001041368
0001041429
0001041550
0001041753
0001042521
0001042729
0001042801
0001042806
0001042905
0001043446
0001044082
0001044651
0001044676
0001044880
0001045520
0001045689
0001045690
0001045934
0001045944
0001046002
0001046025
0001046050
0001046183
0001046203
0001046209
0001046406
0001046520
0001046587
0001046685
0001047125
0001047170
0001047537
0001047947
0001048435
0001048575
0001048767
0001049535
0001049782
0001050078
0001050441
0001050743
0001050894
0001050992
0001050996
0001051000
0001051092
0001051343
0001051345
0001051378
0001051379
0001051741
0001051859
0001051871
0001053307
0001053352
0001053584
0001054257
0001054538
0001055870
0001056811
0001056943
0001057007
0001057437
0001057570
0001057672
0001057706
0001058438
0001058539
0001058690
0001058867
0001058973
0001059078
0001059131
0001060219
0001060244
0001060455
0001060523
0001060558
0001060770
0001060939
0001061068
0001061580
0001061692
0001062438
0001063257
0001063438
0001063568
0001063918
0001063939
0001063942
0001063997
0001064236
0001064772
0001065002
0001065298
0001065304
0001065651
0001065823
0001066254
0001066808
0001067077
0001067092
0001067206
0001067489
0001068300
0001068851
0001068912
0001069157
0001069669
0001070154
0001070259
0001070296
0001070321
0001070517
0001070523
0001070524
0001070680
0001071010
0001071264
0001071346
0001071371
0001071992
0001072685
0001072688
0001072847
0001072886
0001073475
0001074078
0001074369
0001074543
0001074902
0001074972
0001075046
0001075348
0001075706
0001076394
0001077428
0001077630
0001077771
0001079385
0001080343
0001081338
0001081860
0001082368
0001082471
0001082484
0001082564
0001082735
0001083286
0001083643
0001083689
0001084717
0001084727
0001084887
0001085175
0001085706
0001085913
0001087456
0001087711
0001087790
0001088144
0001088514
0001089113
0001089503
0001089624
0001089720
0001089787
0001089830
0001090009
0001091491
0001092015
0001092099
0001093672
0001093728
0001094738
0001094810
0001095274
0001095862
0001096061
0001096654
0001097081
0001097882
0001098146
0001098151
0001098337
0001098813
0001099305
0001099517
0001099668
0001099777
0001099932
0001099958
0001099980
0001100542
0001100983
0001101146
0001101250
0001102112
0001102266
0001102287
0001102595
0001103585
0001103764
0001103838
0001106980
0001107160
0001107214
0001107257
0001107710
0001108134
0001108236
0001108824
0001109242
0001109401
0001109525
0001109546
0001109848
0001112477
0001113107
0001114700
0001114868
0001114927
0001115055
0001115568
0001118237
0001120427
0001123270
0001123276
0001123841
0001125689
0001127160
0001127371
0001127442
0001127777
0001128227
0001128361
0001129847
0001129920
0001130144
0001132515
0001132597
0001132651
0001132979
0001135165
0001135253
0001137046
0001137547
0001137679
0001138817
0001139812
0001141106
0001141688
0001141807
0001143155
0001143330
0001143848
0001144514
0001144686
0001144967
0001145724
0001156953
0001157647
0001157648
0001158026
0001158678
0001159427
0001159508
0001160106
0001160124
0001160330
0001161125
0001162245
0001162638
0001163199
0001163308
0001163345
0001163370
0001163389
0001163428
0001163747
0001164554
0001166362
0001166928
0001168455
0001169238
0001169424
0001169483
0001169769
0001169770
0001170605
0001170833
0001172095
0001172353
0001172678
0001174820
0001174850
0001176316
0001178409
0001178970
0001178983
0001181001
0001182555
0001184818
0001189356
0001189396
0001199025
0001207070
0001210227
0001212545
0001213662
0001220483
0001222915
0001225874
0001227500
0001228454
0001229146
0001234383
0001236964
0001243800
0001253317
0001260249
0001262276
0001263043
0001263762
0001263766
0001264136
0001264755
0001267969
0001274081
0001275101
0001275873
0001276671
0001277254
0001277902
0001279410
0001281761
0001282582
0001282847
0001283582
0001283899
0001284506
0001285224
0001288784
0001288855
0001289701
0001290476
0001293314
0001294171
0001295334
0001295401
0001297341
0001299709
0001299939
0001302176
0001302244
0001302863
0001302901
0001303942
0001304366
0001304740
0001304994
0001310313
0001311482
0001313730
0001315399
0001316410
0001317628
0001319327
0001323033
0001324410
0001325670
0001329799
0001330039
0001331520
0001332199
0001332626
0001334872
0001335730
0001337068
0001338977
0001341317
0001341318
0001343034
0001347426
0001350072
0001353268
0001354772
0001354835
0001355786
0001355823
0001355855
0001358356
0001358697
0001360683
0001362599
0001362719
0001364856
0001365997
0001366367
0001367859
0001370291
0001372791
0001373079
0001373525
0001374384
0001375320
0001375336
0001378946
0001380712
0001380846
0001381639
0001381668
0001382230
0001387632
0001390162
0001390312
0001390777
0001391137
0001391933
0001392562
0001394374
0001397533
0001398006
0001399315
0001401564
0001401573
0001403475
0001404296
0001404306
0001405049
0001406081
0001406251
0001407067
0001408534
0001409775
0001410703
0001411303
0001412109
0001412665
0001412707
0001413440
0001413837
0001414374
0001415022
0001415277
0001415716
0001420525
0001420821
0001423869
0001428802
0001430723
0001431567
0001435508
0001436425
0001437213
0001437479
0001439672
0001439743
0001442741
0001443575
0001444397
0001445930
0001447051
0001448301
0001449794
0001461640
0001461755
0001462120
0001462694
0001465969
0001466026
0001466292
0001469134
0001469946
0001470205
0001470795
0001471055
0001471088
0001471265
0001472093
0001473844
0001475348
0001475841
0001475848
0001476034
0001476264
0001476651
0001478726
0001479750
0001483195
0001484949
0001485001
0001485176
0001485527
0001485964
0001486058
0001487052
0001488813
0001490321
0001490906
0001492165
0001492915
0001493182
0001493225
0001493491
0001493552
0001496631
0001497275
0001499422
0001499453
0001500213
0001500836
0001500837
0001501078
0001501331
0001501364
0001501570
0001501835
0001502749
0001504008
0001504764
0001505732
0001505823
0001507277
0001511071
0001511198
0001513971
0001514131
0001514743
0001515794
0001516912
0001517399
0001518715
0001520300
0001521951
0001522327
0001522420
0001523854
0001526952
0001527383
0001528610
0001528843
0001530249
0001531031
0001534317
0001538263
0001539638
0001541119
0001542299
0001543643
0001547635
0001549276
0001550603
0001551739
0001551975
0001553326
0001556727
0001562463
0001564618
0001567861
0001569994
0001572334
0001576336
0001577603
0001578776
0001584770
0001585023
0001590799
0001592329
0001594012
0001594555
0001599891
0001600125
0001600890
0001601545
0001602658
0001605301
0001606363
0001606440
0001608293
0001609065
0001609132
0001609951
0001613665
0001614184
0001615368
0001615418
0001616297
0001617242
0001629019
0001629659
0001631129
0001635261
0001635626
0001635840
0001636286
0001639980
0001642081
0001649749
0001652106
0001652275
0001653242
0001667161
0001667939
0001667944
0001668224
0001675192
0001675644
0001676479
0001676667
0001680379
0001691337
0001691507
0001697463
0001699018
0001699973
0001702750
0001703489
0001709017
0001711044
0001715773
0001716697
0001723596
0001728918
0001730984
0001734875
